epoch,loss,masked_acc,val_loss,val_masked_acc
0,1.5032752752304077,0.33930909633636475,1.4548269510269165,0.3897557854652405
1,1.4311566352844238,0.3746667206287384,1.4443905353546143,0.32250237464904785
2,1.3803235292434692,0.3895066976547241,1.2288060188293457,0.5030231475830078
3,1.2551608085632324,0.4633929133415222,1.1680123805999756,0.5171944499015808
4,1.2178202867507935,0.48254480957984924,1.1684913635253906,0.5218067765235901
5,1.2186253070831299,0.47888877987861633,1.169450044631958,0.521369218826294
6,1.1978994607925415,0.49140822887420654,1.1926573514938354,0.5195824503898621
7,1.1805229187011719,0.5033648610115051,1.253548264503479,0.5063427686691284
8,1.162642478942871,0.512840211391449,1.300392746925354,0.49573051929473877
9,1.163827896118164,0.5080079436302185,1.2406164407730103,0.51698899269104
10,1.144809365272522,0.5167489051818848,1.2097594738006592,0.5238051414489746
11,1.1530863046646118,0.514878511428833,1.277635931968689,0.5040152072906494
12,1.1642451286315918,0.5068061947822571,1.1751458644866943,0.5246062278747559
13,1.145975112915039,0.517895519733429,1.5382657051086426,0.3343104422092438
14,1.327858328819275,0.43204036355018616,1.1961513757705688,0.5194095373153687
15,1.1280317306518555,0.5252199769020081,1.2085521221160889,0.5173646807670593
16,1.1391581296920776,0.5206036567687988,1.3120969533920288,0.514890193939209
17,1.1342929601669312,0.5236144661903381,1.225601315498352,0.5234625339508057
18,1.142646074295044,0.5185549259185791,1.2136156558990479,0.5106716752052307
19,1.1310970783233643,0.5272321701049805,1.155961036682129,0.5327876806259155
20,1.1300495862960815,0.5237428545951843,1.1518927812576294,0.5444298386573792
21,1.1207865476608276,0.525459349155426,1.1696137189865112,0.5260200500488281
22,1.3350423574447632,0.42736783623695374,1.4602680206298828,0.32158657908439636
23,1.4318281412124634,0.37729233503341675,1.4546202421188354,0.37804466485977173
24,1.4220279455184937,0.379520058631897,1.4419606924057007,0.3878816068172455
25,1.428993821144104,0.3732474148273468,1.4398607015609741,0.38648921251296997
26,1.4170767068862915,0.3828471302986145,1.4142178297042847,0.39895495772361755
27,1.267212152481079,0.45789873600006104,1.148234486579895,0.529560923576355
28,1.1893774271011353,0.49771642684936523,1.1588462591171265,0.5312973856925964
29,1.1711819171905518,0.5013195872306824,1.2261000871658325,0.5149321556091309
30,1.1656025648117065,0.5093520283699036,1.2134170532226562,0.514278769493103
31,1.1472020149230957,0.5200181603431702,1.1670594215393066,0.533765971660614
32,1.1481082439422607,0.5174134969711304,1.1873785257339478,0.5353800654411316
33,1.1528109312057495,0.5130960941314697,1.2770136594772339,0.5019981861114502
